drug,target,value,fold
500,8,6.0,1
500,32,8.4,1
500,38,6.8,5
500,53,6.9,2
500,74,6.2,5
500,80,6.1,5
500,88,7.6,3
500,96,6.4,2
500,97,5.8,2
501,8,6.1,3
501,32,7.7,1
501,38,6.6,5
501,53,6.2,3
501,55,6.7,1
501,74,5.9,2
501,80,6.1,1
501,88,7.2,4
501,96,6.3,3
501,97,6.0,2
502,21,5.3,3
502,33,5.2,1
502,35,6.0,3
502,96,5.4,5
502,101,5.7,3
502,128,7.6,5
502,150,5.2,3
503,10,5.4,2
503,28,5.9,4
503,64,7.6,1
503,67,5.8,4
503,85,5.7,3
503,96,5.3,1
503,97,5.9,4
503,109,5.6,1
503,143,6.0,3
504,2,5.9,4
504,29,5.1,2
504,37,5.5,1
504,38,5.5,5
504,39,5.6,1
504,53,5.9,1
504,97,5.4,4
504,101,5.2,4
504,110,6.2,2
504,124,5.1,4
505,28,5.9,5
505,38,6.2,4
505,64,7.7,3
505,67,6.4,5
505,72,5.9,1
505,73,5.4,4
505,109,6.6,5
505,112,5.4,3
505,118,5.4,2
506,10,5.9,4
506,29,5.4,1
506,118,5.8,1
507,7,5.9,4
507,8,6.4,2
507,15,7.2,5
507,17,6.4,5
507,18,6.0,3
507,23,5.2,1
507,25,5.1,1
507,26,7.2,4
507,32,6.3,1
507,37,6.5,5
507,38,6.8,4
507,39,7.0,3
507,40,5.3,5
507,54,6.9,2
507,55,6.3,2
507,56,5.8,4
507,64,6.0,1
507,66,6.3,4
507,80,5.1,3
507,83,6.1,2
507,85,6.4,3
507,92,5.6,2
507,103,6.1,5
507,104,5.5,3
507,105,7.1,1
507,114,6.4,5
507,118,5.7,2
507,125,6.8,5
507,142,5.5,2
507,143,5.6,4
507,157,5.5,1
507,161,5.4,1
508,43,5.0,3
508,92,5.7,5
508,113,5.8,1
508,162,5.1,3
509,3,5.5,2
509,28,5.9,3
509,30,5.7,4
509,31,5.4,5
509,34,5.6,1
509,39,5.9,2
509,51,5.7,4
509,59,6.5,1
509,65,5.7,4
509,79,6.1,3
509,86,6.1,2
509,88,6.2,4
509,89,5.5,2
509,90,6.1,5
509,91,5.5,2
509,109,6.1,5
509,119,7.5,2
509,124,5.5,2
509,128,6.0,2
509,129,5.9,3
509,131,5.7,4
509,155,6.2,3
510,34,6.0,2
510,160,6.8,1
511,8,5.8,5
511,15,5.5,1
511,18,5.7,4
511,39,6.1,4
511,53,6.2,4
511,98,5.2,1
512,1,7.2,3
512,2,4.5,2
512,3,4.2,1
512,4,5.0,1
512,5,4.7,3
512,6,4.5,3
512,7,4.7,4
512,8,5.6,5
512,9,5.2,1
512,10,4.8,5
512,26,5.7,4
512,27,7.9,4
512,28,5.1,5
512,29,5.2,1
512,30,4.9,5
512,31,4.1,5
512,34,4.9,5
512,35,6.1,5
512,36,4.8,2
512,37,5.4,3
512,38,5.4,4
512,39,6.6,1
512,47,4.8,2
512,48,4.9,4
512,49,4.5,5
512,50,4.2,1
512,51,4.1,4
512,52,4.3,1
512,59,5.4,5
512,64,4.2,3
512,65,4.1,3
512,66,4.9,2
512,70,4.3,2
512,79,5.1,2
512,80,5.6,1
512,86,4.4,2
512,87,5.6,4
512,88,8.7,3
512,89,5.1,1
512,90,5.5,3
512,91,5.0,2
512,92,5.1,3
512,93,6.9,4
512,94,4.4,5
512,98,7.4,4
512,108,7.6,1
512,109,5.3,2
512,117,4.1,1
512,118,5.0,1
512,119,6.4,4
512,124,6.9,1
512,127,4.1,1
512,128,4.6,3
512,129,4.6,2
512,130,4.6,4
512,131,4.4,4
512,135,4.5,4
512,136,5.4,2
512,148,4.7,3
512,155,4.3,3
513,1,7.0,4
513,23,5.2,2
513,28,5.9,3
513,33,5.1,4
513,38,6.0,5
513,53,5.3,2
513,55,5.9,5
513,59,5.3,4
513,61,5.7,1
513,69,5.5,1
513,75,6.2,5
513,80,6.5,4
513,83,5.4,3
513,84,5.3,1
513,87,6.6,1
513,88,8.5,3
513,92,5.1,2
513,96,6.9,4
513,98,7.6,3
513,99,5.1,2
513,107,6.3,4
513,108,5.9,1
513,112,5.6,1
513,117,5.1,5
513,118,6.0,1
513,124,6.8,2
513,125,5.6,1
513,150,5.2,3
513,157,5.1,1
513,162,5.3,2
514,1,6.8,2
514,7,5.9,4
514,14,5.3,2
514,21,5.5,2
514,25,5.1,4
514,33,5.6,4
514,38,6.4,4
514,41,5.2,5
514,42,5.4,4
514,43,5.2,5
514,52,5.3,5
514,55,7.3,3
514,57,5.3,1
514,59,6.5,4
514,61,6.4,5
514,71,7.6,3
514,73,5.4,5
514,75,5.3,1
514,80,7.9,3
514,88,8.0,3
514,96,6.1,4
514,98,7.1,5
514,101,5.4,4
514,107,5.3,4
514,112,5.4,4
514,113,5.8,1
514,124,5.8,5
515,1,5.5,2
515,8,5.9,4
515,12,6.3,5
515,14,5.3,1
515,15,7.6,1
515,17,7.8,2
515,18,8.1,2
515,19,6.7,1
515,33,6.5,4
515,37,7.7,2
515,38,7.3,1
515,39,7.7,5
515,41,5.3,5
515,50,5.9,1
515,52,5.2,3
515,57,5.5,5
515,59,7.4,3
515,61,6.6,5
515,80,7.2,4
515,83,7.3,3
515,84,6.3,4
515,85,6.4,4
515,87,6.1,5
515,88,7.5,5
515,92,5.5,5
515,96,7.3,1
515,99,5.2,5
515,100,6.4,3
515,101,6.2,3
515,105,5.9,2
515,107,6.1,4
515,118,6.7,2
515,124,6.0,5
515,140,5.9,3
516,1,6.2,3
516,2,7.2,4
516,3,6.7,3
516,4,6.6,3
516,5,6.1,5
516,6,7.0,5
516,7,7.7,5
516,8,6.9,5
516,9,6.0,2
516,10,8.4,2
516,11,7.6,3
516,13,6.7,4
516,14,6.6,3
516,15,5.7,5
516,16,6.6,2
516,17,6.3,4
516,18,5.5,1
516,19,6.1,4
516,21,5.7,3
516,22,7.9,5
516,26,6.6,1
516,27,6.4,2
516,28,8.4,1
516,29,7.8,4
516,30,7.7,2
516,31,7.0,2
516,32,6.5,1
516,33,7.6,5
516,34,7.0,1
516,35,6.5,5
516,36,6.2,4
516,37,6.4,5
516,38,6.4,5
516,39,6.6,3
516,41,6.7,1
516,42,5.9,2
516,43,7.1,2
516,44,7.1,2
516,45,5.5,1
516,46,5.8,2
516,47,6.3,2
516,48,5.5,2
516,49,8.0,2
516,50,7.6,4
516,51,7.5,3
516,52,7.0,5
516,53,6.8,2
516,55,6.7,5
516,57,5.3,3
516,58,5.6,5
516,59,7.4,1
516,60,7.0,4
516,61,6.8,3
516,62,5.6,3
516,64,7.8,1
516,66,8.0,5
516,67,7.8,1
516,68,7.3,3
516,70,7.7,5
516,71,7.4,4
516,73,7.8,5
516,74,6.3,1
516,75,5.3,3
516,76,8.5,1
516,78,6.4,5
516,80,7.0,2
516,81,7.0,3
516,82,5.1,2
516,83,6.4,5
516,84,6.5,2
516,85,6.9,4
516,86,7.3,5
516,87,7.1,3
516,88,6.7,5
516,89,7.0,2
516,90,7.4,2
516,91,7.0,1
516,93,5.9,4
516,94,7.9,2
516,95,7.9,3
516,96,7.8,3
516,97,6.8,5
516,98,6.2,4
516,99,7.3,4
516,100,7.2,2
516,101,7.7,2
516,103,7.3,5
516,106,6.1,1
516,107,7.4,5
516,109,6.3,3
516,111,6.1,1
516,113,5.8,4
516,114,5.2,3
516,115,8.3,4
516,117,6.9,4
516,119,9.2,5
516,121,7.5,4
516,123,7.5,1
516,124,7.9,3
516,125,8.5,4
516,127,6.9,3
516,128,8.1,1
516,129,6.6,5
516,130,7.2,2
516,131,8.5,2
516,133,7.2,2
516,134,6.0,1
516,135,7.5,2
516,136,6.4,5
516,137,6.6,1
516,138,5.4,4
516,139,8.4,1
516,140,6.7,1
516,141,6.2,3
516,142,8.2,2
516,147,6.2,2
516,148,7.4,3
516,150,7.2,3
516,151,5.2,5
516,155,7.2,4
516,162,5.1,1
516,166,6.6,1
517,4,6.4,3
517,7,5.5,1
517,8,5.9,3
517,10,6.3,1
517,34,5.5,5
517,35,6.6,2
517,36,5.9,3
517,37,5.7,4
517,38,6.4,3
517,47,6.2,3
517,59,5.9,2
517,64,6.2,2
517,70,6.1,2
517,71,5.7,1
517,78,5.3,1
517,79,5.4,5
517,81,6.1,5
517,88,6.0,4
517,89,5.9,5
517,91,6.0,2
517,92,6.5,5
517,93,6.0,4
517,94,5.5,2
517,106,5.8,4
517,108,6.1,4
517,109,5.5,3
517,117,6.7,4
517,118,6.0,1
517,127,5.9,3
517,129,5.9,5
517,130,5.8,3
517,135,6.5,1
518,3,6.6,4
518,5,5.4,2
518,10,6.3,2
518,21,5.2,4
518,28,6.2,2
518,33,5.9,4
518,44,8.7,4
518,51,6.9,3
518,52,7.1,3
518,55,6.2,4
518,57,5.2,2
518,60,5.9,1
518,61,5.1,3
518,63,7.2,1
518,65,6.6,2
518,71,7.8,1
518,74,5.7,1
518,80,5.0,1
518,85,5.4,4
518,95,5.8,4
518,101,5.9,5
518,111,6.8,3
518,114,8.0,1
518,116,7.4,3
518,118,6.9,5
518,121,6.0,1
518,123,5.8,5
518,127,6.5,2
518,129,6.2,1
518,131,8.1,2
518,133,6.0,3
518,134,7.7,3
518,142,6.3,1
518,146,6.0,1
518,147,6.3,5
518,151,5.2,1
519,2,6.7,4
519,3,6.7,1
519,5,5.6,2
519,10,7.7,4
519,18,5.5,2
519,23,8.2,1
519,28,6.6,5
519,37,5.1,3
519,39,6.2,2
519,45,5.6,3
519,46,5.8,4
519,49,8.9,2
519,50,6.3,4
519,51,8.2,3
519,53,6.4,3
519,60,6.8,1
519,63,6.0,5
519,67,5.8,2
519,70,5.5,1
519,73,6.5,5
519,81,8.1,4
519,83,5.6,3
519,85,6.7,2
519,98,5.7,3
519,99,6.4,5
519,100,6.1,2
519,103,6.6,1
519,106,6.0,3
519,107,6.2,5
519,112,6.2,5
519,117,6.0,2
519,118,8.5,5
519,129,7.1,3
519,134,7.0,1
519,135,6.7,5
519,137,9.0,2
519,139,6.6,3
519,142,7.4,1
519,143,5.4,4
519,151,6.8,1
519,153,7.1,2
519,164,7.0,1
520,5,5.9,1
520,7,6.7,1
520,8,5.8,1
520,10,5.9,5
520,12,7.2,5
520,15,6.7,3
520,18,6.2,2
520,20,6.8,2
520,24,5.5,5
520,26,7.4,4
520,28,6.7,1
520,31,6.0,1
520,39,6.9,4
520,40,6.8,5
520,45,5.7,4
520,50,6.7,5
520,53,6.8,5
520,64,6.8,2
520,66,7.0,4
520,73,6.5,1
520,77,6.8,3
520,82,6.3,3
520,83,5.9,5
520,85,7.0,3
520,92,7.3,4
520,96,6.9,4
520,97,6.4,3
520,99,6.8,3
520,100,6.5,4
520,103,6.4,4
520,106,6.3,3
520,107,6.8,5
520,109,5.7,5
520,112,5.5,3
520,115,6.0,3
520,117,6.3,4
520,118,6.6,4
520,122,6.7,2
520,124,6.5,2
520,142,6.1,2
520,143,5.9,4
520,144,5.8,2
520,157,6.7,3
520,161,6.8,2
520,164,6.3,4
521,1,5.3,5
521,13,6.2,4
521,18,5.1,4
521,23,5.8,2
521,29,7.1,1
521,33,6.9,2
521,34,5.9,2
521,39,5.8,1
521,49,6.8,4
521,51,6.0,4
521,53,5.8,1
521,55,6.2,5
521,59,5.8,4
521,61,5.9,4
521,71,7.5,3
521,74,5.7,2
521,81,5.9,5
521,88,5.6,5
521,98,5.9,5
521,99,5.6,4
521,100,5.2,5
521,106,6.2,3
521,110,7.0,5
521,111,5.3,2
521,112,6.0,3
521,114,6.3,5
521,118,5.4,3
521,125,5.7,4
521,140,6.5,4
521,142,5.9,3
521,150,5.4,1
522,51,5.4,2
522,74,5.8,3
522,88,6.3,5
522,92,5.9,4
522,98,6.1,5
522,113,6.0,3
522,116,5.7,1
522,138,7.7,1
522,150,5.3,5
522,162,6.3,2
523,1,6.2,2
523,7,5.8,3
523,8,5.5,4
523,11,6.1,3
523,14,5.6,3
523,17,6.1,5
523,18,5.3,4
523,23,5.4,1
523,25,6.3,3
523,29,5.7,5
523,32,6.2,2
523,33,5.4,4
523,38,5.4,1
523,39,5.9,5
523,41,5.5,1
523,43,5.4,3
523,45,5.9,5
523,53,6.6,5
523,55,5.6,1
523,57,6.0,5
523,59,5.9,3
523,60,5.9,3
523,61,5.5,2
523,70,5.5,2
523,74,6.7,3
523,75,5.5,3
523,76,5.8,2
523,79,5.2,1
523,80,5.9,4
523,83,5.5,2
523,85,5.9,2
523,87,6.0,1
523,88,7.0,4
523,92,6.0,3
523,96,5.7,3
523,98,6.7,1
523,99,5.3,2
523,100,5.7,5
523,105,6.5,5
523,107,6.0,3
523,110,5.6,2
523,113,5.6,2
523,114,5.3,5
523,115,5.7,3
523,117,5.6,4
523,118,6.3,2
523,121,6.2,1
523,124,5.4,5
523,125,6.6,5
523,142,5.5,4
523,150,5.3,5
523,162,6.6,3
524,29,5.5,1
524,110,6.1,5
525,10,6.3,1
525,29,8.5,5
525,118,8.6,4
526,1,7.6,1
526,8,7.5,2
526,9,7.6,1
526,12,6.0,1
526,14,5.3,1
526,15,5.4,5
526,16,5.4,5
526,17,7.7,2
526,18,6.2,5
526,19,6.0,5
526,24,5.1,2
526,25,6.3,3
526,32,6.4,2
526,37,6.4,4
526,38,5.9,3
526,39,7.6,4
526,40,6.4,3
526,41,5.2,4
526,42,5.8,5
526,45,5.5,5
526,52,5.9,3
526,53,7.8,3
526,54,5.2,2
526,55,5.9,3
526,56,6.8,5
526,59,5.4,1
526,66,6.1,4
526,69,5.4,4
526,75,6.4,4
526,79,5.2,1
526,80,6.4,2
526,83,5.1,3
526,84,5.1,1
526,85,6.2,3
526,87,6.1,3
526,88,8.5,1
526,92,6.4,2
526,97,5.0,4
526,98,7.4,3
526,100,5.7,4
526,101,5.2,5
526,102,7.0,1
526,105,7.5,1
526,112,5.1,5
526,114,5.4,4
526,124,5.3,4
526,125,6.4,1
526,138,5.5,5
526,157,6.9,4
526,161,7.7,5
526,162,6.0,5
526,164,6.2,3
527,1,6.3,2
527,7,5.9,4
527,8,6.4,3
527,15,5.6,3
527,16,5.5,3
527,17,6.1,3
527,18,5.8,4
527,25,5.6,2
527,32,6.0,5
527,37,6.2,5
527,38,6.1,5
527,39,6.3,3
527,40,5.1,1
527,41,5.5,3
527,43,5.1,5
527,53,5.7,5
527,55,6.5,2
527,59,5.6,2
527,61,6.0,1
527,75,5.9,2
527,80,6.5,4
527,85,6.3,2
527,87,5.1,5
527,88,7.8,4
527,92,5.1,2
527,98,5.7,4
527,101,5.7,1
527,105,6.2,1
527,107,5.1,2
527,111,5.1,2
527,114,5.3,3
527,118,5.4,2
527,121,5.7,5
527,125,6.1,3
527,157,5.1,3
527,161,5.6,2
528,7,5.7,1
528,8,7.2,1
528,12,6.7,4
528,15,5.8,3
528,18,6.4,3
528,19,5.5,1
528,20,5.7,5
528,23,5.9,2
528,24,6.0,5
528,26,5.9,3
528,29,5.3,1
528,37,6.5,1
528,38,6.7,2
528,39,6.6,1
528,40,6.7,5
528,45,6.3,4
528,46,5.8,5
528,53,7.1,2
528,66,6.7,3
528,67,5.7,3
528,73,5.8,1
528,83,6.0,2
528,84,5.8,2
528,85,6.7,2
528,92,7.2,2
528,96,5.4,3
528,97,5.3,3
528,98,7.5,1
528,99,5.5,2
528,100,6.2,2
528,103,5.8,3
528,107,5.6,1
528,109,5.8,3
528,110,6.4,1
528,112,5.8,5
528,117,5.8,1
528,118,5.7,3
528,124,5.6,4
528,142,5.7,1
528,144,5.2,4
528,151,5.2,1
528,157,5.8,5
528,161,6.9,4
528,164,5.8,3
529,7,6.5,1
529,8,8.0,5
529,15,6.7,5
529,18,7.3,3
529,19,6.4,3
529,20,6.1,1
529,23,7.0,1
529,24,6.8,5
529,26,7.2,5
529,28,6.0,3
529,29,6.1,4
529,31,5.3,1
529,37,7.6,1
529,38,7.9,3
529,39,7.7,4
529,40,7.6,5
529,45,6.1,2
529,46,5.7,5
529,49,6.5,5
529,53,8.0,3
529,64,5.4,4
529,66,7.6,5
529,67,6.6,5
529,70,5.6,3
529,72,5.8,4
529,73,6.4,1
529,83,7.3,3
529,84,6.6,3
529,85,8.2,4
529,92,7.1,5
529,96,6.8,4
529,97,5.8,4
529,98,8.4,3
529,99,6.1,2
529,100,6.5,1
529,103,6.4,2
529,107,6.8,4
529,109,5.6,3
529,110,6.6,2
529,112,6.5,1
529,113,6.4,3
529,117,6.1,1
529,118,6.1,3
529,124,6.5,4
529,137,6.2,3
529,142,6.2,2
529,143,6.1,5
529,144,5.5,1
529,151,5.1,3
529,157,6.7,5
529,161,7.9,3
530,8,7.3,1
530,15,5.4,1
530,18,5.7,2
530,39,6.9,5
530,40,6.1,4
530,53,8.0,2
530,65,6.6,1
530,66,5.3,1
530,85,5.9,5
530,92,5.6,3
530,98,6.4,5
530,100,5.7,1
530,117,5.9,3
530,118,5.2,4
530,157,6.1,5
530,161,7.2,1
531,3,6.4,4
531,5,6.4,5
531,7,7.7,4
531,8,7.9,4
531,9,8.1,2
531,12,9.0,4
531,13,8.3,3
531,14,7.6,3
531,15,6.5,4
531,16,7.9,5
531,17,8.3,1
531,18,7.7,1
531,19,7.5,4
531,20,6.4,4
531,21,7.1,1
531,23,7.6,5
531,24,6.2,4
531,25,6.3,3
531,26,7.7,1
531,28,6.5,5
531,29,6.4,5
531,31,5.9,4
531,32,6.6,1
531,33,7.2,2
531,37,6.4,2
531,38,7.2,1
531,39,7.5,2
531,40,8.3,3
531,41,7.8,2
531,42,6.1,2
531,43,6.8,5
531,44,6.5,1
531,45,6.4,2
531,46,5.6,2
531,50,7.3,2
531,51,6.5,2
531,52,6.9,3
531,53,7.9,4
531,54,5.9,1
531,55,6.5,5
531,56,7.6,3
531,57,6.6,2
531,59,7.4,2
531,60,6.7,4
531,61,7.4,2
531,62,6.0,1
531,63,6.5,5
531,64,6.4,2
531,65,6.4,5
531,67,7.3,2
531,68,8.2,5
531,69,6.4,4
531,70,6.1,5
531,71,7.9,5
531,72,6.6,1
531,73,7.4,1
531,74,7.4,4
531,75,8.1,5
531,76,6.4,2
531,78,6.3,3
531,79,6.3,4
531,80,8.4,1
531,81,7.1,3
531,82,5.6,3
531,83,7.6,1
531,84,6.4,2
531,87,8.2,4
531,96,6.9,4
531,97,6.6,4
531,98,8.6,2
531,99,7.9,4
531,100,7.8,2
531,101,6.8,4
531,102,8.4,5
531,103,7.3,2
531,105,8.9,1
531,106,5.7,1
531,107,6.6,1
531,109,6.5,5
531,110,7.5,1
531,111,5.6,4
531,112,7.1,5
531,114,7.2,5
531,116,8.0,4
531,117,6.1,4
531,118,6.7,4
531,121,6.0,1
531,122,5.7,4
531,123,5.8,3
531,124,6.7,3
531,125,7.8,1
531,131,7.3,2
531,132,6.0,4
531,133,6.4,4
531,137,6.9,3
531,138,5.9,3
531,139,5.9,5
531,140,5.8,3
531,142,6.7,3
531,143,6.3,3
531,144,5.9,5
531,150,6.3,2
531,151,6.1,1
531,153,5.9,2
531,163,5.9,5
531,164,6.4,4
531,166,6.1,1
532,8,6.4,1
532,32,7.9,3
532,38,6.4,1
532,53,7.2,5
532,74,6.4,1
532,80,6.5,3
532,88,8.5,2
532,92,5.6,5
532,96,6.7,5
532,97,7.1,2
533,38,5.3,1
533,88,6.0,1
533,113,5.5,3
533,140,5.2,4
534,5,6.0,1
534,12,5.9,4
534,38,5.2,4
534,45,7.8,2
534,79,5.4,3
534,87,5.5,2
534,88,5.4,4
534,96,5.3,4
534,100,5.5,2
535,1,6.3,3
535,5,6.4,4
535,23,6.0,4
535,29,5.1,3
535,37,5.6,1
535,38,6.2,5
535,42,5.3,5
535,44,5.8,1
535,45,7.8,3
535,52,5.2,5
535,54,5.7,1
535,61,5.5,4
535,75,5.5,2
535,79,6.2,5
535,80,5.9,2
535,87,6.3,4
535,88,6.7,1
535,100,5.7,1
535,101,5.3,4
535,111,5.8,1
535,141,6.1,3
536,5,7.3,5
536,33,5.2,1
536,42,5.6,4
536,45,7.8,2
536,52,5.1,2
536,54,5.4,1
536,61,5.4,2
536,79,5.9,2
536,80,5.7,1
536,87,6.0,2
536,88,5.5,5
536,100,5.8,3
536,109,6.0,4
536,111,5.7,5
536,117,5.7,4
536,138,5.3,5
536,141,7.1,5
537,5,7.5,1
537,25,6.5,5
537,33,5.5,1
537,42,5.7,5
537,45,8.0,3
537,52,5.1,4
537,61,5.5,3
537,79,5.9,4
537,80,5.4,4
537,84,5.2,2
537,87,5.3,4
537,88,5.4,1
537,98,5.6,5
537,117,6.9,5
537,135,5.6,1
538,5,6.7,2
538,38,5.5,2
538,45,7.6,4
538,52,5.3,4
538,79,6.1,5
538,80,5.7,2
538,87,5.8,2
538,88,5.5,1
538,100,5.5,1
538,109,5.7,2
538,117,5.6,2
539,5,6.8,5
539,33,5.8,5
539,45,7.5,2
539,61,5.3,1
539,79,6.4,3
539,80,5.6,1
539,100,5.5,2
539,126,8.5,4
540,5,7.3,3
540,19,5.2,1
540,23,5.2,1
540,33,5.4,1
540,37,6.0,4
540,38,6.4,3
540,42,6.2,1
540,44,6.3,3
540,45,8.1,1
540,52,5.6,2
540,54,6.0,1
540,61,6.0,5
540,70,5.5,2
540,79,6.8,3
540,80,6.6,2
540,84,5.6,5
540,87,6.7,4
540,88,5.8,4
540,100,6.2,2
540,101,5.6,5
540,109,6.4,4
540,111,6.1,3
541,5,6.9,5
541,19,5.1,4
541,38,5.9,2
541,42,5.6,4
541,45,7.5,4
541,52,5.4,1
541,54,5.5,2
541,61,5.6,2
541,79,6.4,3
541,80,6.2,2
541,87,5.8,3
541,88,5.2,1
541,100,5.5,3
541,109,5.6,3
541,134,6.1,3
542,5,8.2,1
542,29,5.1,5
542,33,5.5,2
542,42,5.6,3
542,45,8.0,3
542,52,5.3,2
542,54,5.4,5
542,70,5.4,1
542,79,6.0,4
542,80,5.1,2
542,84,5.5,2
542,87,5.7,3
542,100,5.9,5
542,109,6.7,2
542,117,6.1,4
542,138,5.4,2
542,151,5.1,2
543,5,7.6,3
543,33,5.7,3
543,37,5.2,1
543,38,6.0,3
543,42,5.7,2
543,44,5.6,1
543,45,7.7,1
543,52,5.3,5
543,54,5.6,1
543,61,5.5,4
543,79,6.1,2
543,80,5.6,4
543,87,6.2,1
543,100,5.9,5
543,109,6.3,4
543,111,5.5,5
543,138,5.5,5
544,5,7.9,1
544,33,5.9,4
544,42,5.8,3
544,45,7.9,3
544,52,5.9,1
544,54,5.5,2
544,61,5.9,1
544,70,5.5,3
544,79,6.3,5
544,80,6.1,1
544,87,6.5,5
544,100,6.2,4
544,109,6.3,1
544,117,6.0,4
544,138,5.6,5
544,143,5.3,2
545,3,5.8,5
545,5,6.7,4
545,25,5.4,2
545,29,5.1,5
545,33,6.4,2
545,42,6.1,2
545,45,8.1,1
545,49,6.5,1
545,54,5.9,1
545,61,5.3,4
545,79,6.7,1
545,80,5.9,1
545,87,6.1,3
545,100,5.7,2
545,101,5.1,1
545,110,6.5,2
545,118,6.0,3
545,138,6.1,2
546,5,8.2,2
546,33,5.8,4
546,38,5.6,3
546,42,5.7,1
546,45,8.0,2
546,52,6.0,3
546,54,5.5,2
546,61,5.8,1
546,70,5.7,4
546,79,6.0,4
546,80,5.7,4
546,84,5.6,4
546,87,5.5,5
546,100,5.6,4
546,109,6.7,2
546,138,5.7,5
546,142,5.4,1
547,5,7.3,2
547,33,5.8,5
547,38,5.5,3
547,42,5.8,1
547,44,5.7,1
547,45,7.7,2
547,52,5.5,5
547,54,5.4,5
547,61,5.6,2
547,79,6.1,3
547,80,5.8,2
547,87,6.3,3
547,100,6.1,2
547,109,5.7,5
547,117,5.7,1
547,138,5.6,1
548,5,7.2,2
548,33,5.9,5
548,38,5.5,2
548,42,5.2,2
548,45,7.5,1
548,52,5.2,2
548,61,5.2,5
548,79,5.7,5
548,80,5.3,1
548,87,6.3,4
548,100,6.1,1
548,109,6.0,5
548,111,5.1,1
549,5,7.3,1
549,33,5.6,1
549,38,5.6,4
549,42,5.5,4
549,44,5.8,2
549,45,7.8,5
549,52,5.5,4
549,54,5.3,2
549,61,5.5,2
549,70,5.4,4
549,79,6.3,4
549,80,5.6,5
549,87,5.1,4
549,109,6.0,4
549,117,5.6,2
550,5,7.4,2
550,38,5.2,4
550,42,5.3,5
550,45,8.1,4
550,54,5.2,1
550,61,5.3,2
550,79,6.2,4
550,80,5.8,4
550,87,5.1,5
550,109,6.0,3
551,5,6.8,1
551,45,8.1,2
551,54,5.6,1
551,61,5.1,4
551,79,6.5,4
551,80,5.6,3
551,87,5.3,5
552,5,7.0,2
552,9,5.8,2
552,38,5.7,3
552,45,6.9,2
552,55,5.2,1
552,79,5.3,5
552,109,5.8,1
553,5,7.1,3
553,45,7.8,5
553,52,5.5,3
553,79,6.7,5
553,80,5.9,4
553,84,5.4,1
553,87,5.6,3
553,100,5.2,1
553,109,7.3,2
553,117,6.0,4
553,126,9.3,4
554,5,7.4,2
554,45,7.5,2
554,52,5.3,5
554,79,6.5,1
554,80,5.4,1
554,84,5.2,5
554,100,5.0,5
554,109,7.4,4
554,117,6.1,5
554,126,8.8,4
555,5,6.9,1
555,45,7.8,1
555,66,5.1,3
555,98,5.5,3
555,100,5.1,2
555,117,6.7,2
556,5,7.4,2
556,45,7.9,5
556,52,5.2,4
556,61,5.9,1
556,72,5.8,2
556,80,5.7,3
556,87,5.5,5
556,100,5.8,4
556,109,6.7,4
556,126,9.9,2
557,5,6.5,1
557,45,6.6,3
558,3,7.1,2
558,4,6.4,2
558,5,5.8,1
558,6,6.6,1
558,8,6.3,5
558,13,6.2,4
558,26,5.4,5
558,29,6.4,2
558,65,7.5,5
558,78,6.2,2
558,79,6.2,5
558,88,6.0,4
558,91,6.6,1
558,108,6.1,1
558,109,5.4,4
558,124,5.5,4
558,126,6.3,4
558,129,7.1,4
558,130,6.7,1
558,136,7.2,5
558,155,6.0,5
558,165,6.2,4
558,167,6.9,4
558,169,7.6,5
559,1,6.0,2
559,2,6.4,1
559,3,6.8,5
559,4,6.0,3
559,5,5.9,2
559,6,6.5,4
559,7,5.6,1
559,8,6.1,4
559,26,5.3,1
559,28,6.0,4
559,29,8.3,1
559,30,6.9,4
559,31,6.2,1
559,33,5.9,4
559,34,6.2,3
559,37,5.7,2
559,39,6.7,5
559,49,7.2,1
559,52,5.6,5
559,53,7.4,5
559,59,6.5,4
559,65,7.1,4
559,70,7.0,3
559,73,6.1,4
559,78,5.8,3
559,79,7.4,5
559,80,6.2,2
559,86,6.4,2
559,87,6.6,4
559,88,6.1,2
559,90,6.8,3
559,91,6.4,2
559,93,6.3,1
559,108,5.9,4
559,109,5.6,3
559,117,6.8,3
559,119,7.2,1
559,124,5.9,3
559,126,5.6,3
559,127,6.1,4
559,128,5.9,3
559,129,7.8,2
559,130,6.4,4
559,131,8.9,2
559,136,7.2,1
559,148,5.8,1
559,155,6.4,3
560,1,5.4,4
560,2,6.2,5
560,3,7.2,5
560,5,5.6,1
560,8,5.8,5
560,11,5.4,3
560,15,5.2,1
560,23,6.2,5
560,29,6.7,5
560,39,5.3,1
560,40,5.1,5
560,44,8.5,2
560,45,6.7,3
560,49,6.8,3
560,51,6.5,3
560,52,5.7,4
560,53,5.5,4
560,58,6.7,4
560,60,8.0,2
560,63,7.7,3
560,65,7.5,2
560,66,6.8,4
560,70,6.5,5
560,71,6.5,5
560,72,6.7,2
560,78,7.2,3
560,79,5.5,3
560,80,5.8,5
560,85,6.3,3
560,87,5.5,2
560,88,6.2,5
560,97,5.0,3
560,99,5.4,3
560,100,5.4,2
560,101,5.8,4
560,110,5.7,4
560,111,5.3,4
560,112,5.6,2
560,115,5.9,4
560,117,6.4,4
560,118,5.9,5
560,121,5.7,1
560,129,6.6,2
560,131,8.0,3
560,132,6.2,4
560,133,7.4,3
560,134,6.9,5
560,137,6.3,3
560,142,6.0,5
