Cmpd_ID,PUBCHEM_SID,Canonical_Smiles,External_Cmpd_ID,External_Source,Cluster,ClusterSize,Cluster_MCSS,Molecular_Weight,ALogP,Num_H_Acceptors,Num_H_Donors,tPSA,Promiscuity_1uM,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
1777,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,404.26442,0.607,6,3,110.75,0.83,,,,7.7,7.7,8.2,5.6,7.5,7.3,,,9.3,,9.2,,7.9,8,6.9,,9.2,9.2,,8.6,,,8.7,,,,8.2,,8.5,8.8,,6.4,7.6,8,8.4,7.6,9.4,,6.8,9,7.3,,,6.4,,9.1,7.5,,,9.3,7.9,,7.3,,7.3,5.4,8.9,6.5,8.2,6.8,5.9,< 5.1,5.5,7.5,6.1,7.8,7.2,9.1,7.8,6.2,8.3,,,,7.9,7.7,,,,,6.6,8,,,8.6,< 6.0,7.7,7.9,6.5,6.9,,8.8,6.1,6.4,5.4,8,8.5,,8.3,7.6,7.4,7.9,8.6,6.4,7.8,7.4,7.1,7.5,,7.7,8.1,8.5,< 5.8,6.7,,6.5,7.4,7.6,8.3,5.6,6.2,5.5,8.8,,< 5.0,8.5,,6.4,6.3,5.9,< 5.1,7,8,8.2,7.3,< 5.0,5.7,8.3,< 5.8,6.1,< 5.7,6.2,7.2,,,,,,8.1,< 5.1,,< 8.3,,,,,,,,,,7.1,7.9,,,,8.1,,
1778,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,416.9078,0.662,7,3,113.99,0.67,,,,7.4,6.7,7.8,< 5.2,6.8,6.6,,8.4,8.7,8.4,8.2,,7.5,8.3,6,,,,8.4,8.3,,,,,,,7.1,,8,7.9,,5.5,6.6,6.8,7.7,6.8,,,5.9,8.4,6.4,,,< 5.8,,8.8,6.7,,,,8.1,,6.7,7.4,6.4,5.5,,< 5.1,8.2,6,5.1,< 5.1,< 5.0,7.1,,7.5,,8.5,6.9,< 5.8,,8.3,,,7.1,6.9,,,8.2,,6.4,,,8.3,8,< 6.0,6.8,6.9,5.2,6.7,,7.8,5.3,< 5.1,5.3,7.6,,8.3,6.6,7.2,6.9,6.6,7.7,5.4,6.7,6.9,7.3,8,,7.1,7.8,7.6,6.1,< 5.8,7.9,5.2,5.5,7.2,7.5,< 5.1,5.6,< 5.3,8.1,,< 5.0,8.4,8.5,5.6,5.9,5.8,< 5.1,6.9,7.5,6.8,5.8,< 5.0,< 5.1,8.3,< 5.8,5.7,< 5.7,< 5.8,6.3,,,6.8,8,8.1,,< 5.1,,8.6,,,,,,,,,,< 5.3,7.4,,,7.8,7.7,,
1779,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,442.94507,1.123,7,3,113.99,0.69,,,,7.3,6.7,7.7,< 5.2,6.6,6.2,,8.2,8.7,8.4,8.1,,7.4,7.7,6.5,,,,8.2,8.5,,,,,,,6.9,,7.8,7.8,,5.4,6.4,6.9,7.4,7,,,5.8,8.2,6.1,,,6.1,,8.6,6.7,,,,8.1,,6.8,7.5,6.5,5.5,,< 5.1,8.1,5.9,< 5.1,< 5.1,< 5.0,6.8,,7.3,,8.7,7,< 5.8,,7.9,,,6.9,7.3,,,8,,6.4,,,,7.9,< 5.9,6.7,6.8,5.2,6.5,8.5,7.8,5.3,5.3,5.2,7.1,,8.3,6.5,7.1,6.8,6.5,7.5,5.7,6.7,7.1,6.8,7.9,,7.1,7.6,7.6,6.2,< 5.8,7.6,5.5,6.1,7.1,7.3,< 5.1,5.5,< 5.3,8,,< 5.0,8,,5.5,5.9,5.3,< 5.1,6.8,7.3,6.5,5.6,< 5.0,< 5.1,8.2,< 5.8,< 5.7,< 5.7,< 5.8,6.3,,,7.5,8,7.4,,< 5.1,,8.3,,,,,,,,,,5.8,7.5,,,7.6,7.6,,
1780,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,437.41888,0.639,7,4,130.98,0.96,,,,,8,,5.8,7.8,,,8.9,,9.4,,,,8.6,,,,,8.4,8,,,8.1,,,,,,,,,,,,,,9,,,9,,8.4,,,,8.7,,8.8,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.3,,,,,,9.4,,,,,8.5,,,,,,,8.4,,,,,,,,,8.7,,,,,,,,,,,,8.6,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,7.4,,,,,,,
1781,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,409.40878,1.595,6,3,110.75,0.96,,,,,8,,5.6,7.8,,,8.8,,9.5,,,,8.5,,,,,8.5,8.2,,,8,,,,,,,,,,,,,,9,,,9.1,,7.9,,,,8.7,,8.6,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.4,,,,,7.5,9.4,,,,,8.6,,,,,,,8.4,,,,,,,,,8.7,,,,,,,,,,,,8.5,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,7.5,,,,,,,
1782,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,359.81342,0.523,6,3,110.75,0.97,,,,,6.9,,5.5,7.5,,,8.7,,9.8,,,,7.5,,,,,9.1,8.5,,,8.1,,,,,,,,,,,,,,9.4,,,8.9,,8,,,,9.3,,8.8,8.7,9,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.4,,,,,6.3,9.3,,,,,8.2,,,,,,,8.5,,,,,,,,,8.9,,,,,,,,,,,,8.3,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,8.1,,,,,8,,,,,,,
1783,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,428.9185,9.80E-02,7,4,122.78,0.97,,,,,7.5,,5.8,7.5,,,9,,9.7,,,,7.3,,,,,9.2,8.8,,,8.3,,,,,,,,,,,,,,9.4,,,9.3,,8.5,,,,9.6,,8.9,8.5,8.9,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.5,,,,,7.1,8.6,,,,,8.4,,,,,,,8.8,,,,,,,,,9.1,,,,,,,,,,,,9.6,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,8.4,,,,,8.5,,,,,,,
1784,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,416.86474,-0.417,7,4,139.85,0.93,,,,,6.5,,5.8,6.7,,,8.6,,9.3,,,,7,,,,,8.5,7.8,,,7.3,,,,,,,,,,,,,,9.1,,,8.5,,7.4,,,,9.1,,8.2,8.3,8.8,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8,,,,,< 6.1,8.2,,,,,7.5,,,,,,,8,,,,,,,,,8.2,,,,,,,,,,,,7.8,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,8.1,,,,,7.3,,,,,,,
1785,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,402.83815,-0.623,7,4,153.84,0.93,,,,,6.6,,< 5.4,7.2,,,8.4,,9.2,,,,6.9,,,,,8.5,8.1,,,7.6,,,,,,,,,,,,,,9,,,8.4,,7.4,,,,8.8,,8.5,8.4,8.7,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.3,,,,,< 6.1,8.6,,,,,7.7,,,,,,,8.1,,,,,,,,,8.3,,,,,,,,,,,,7.5,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,7.8,,,,,7.5,,,,,,,
1786,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,409.40878,1.595,6,3,110.75,0.97,,,,,8.2,,6,7.7,,,8.9,,9.9,,,8.5,8.7,,,,,8.9,7.7,,,8.8,,,,,,,,,,,,,,9.4,,,9.4,,8.5,,,,9.1,,8.8,8.7,8.9,,,8.2,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,8.3,,,,,7,9,,,,,8.8,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,9.4,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,8.4,,,,,,,
1787,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,428.9185,0.616,7,4,122.78,0.97,,,,,7.6,,6,8.1,,,9.4,,10,,,7.1,6.9,,,,,9.2,9.1,,,8.8,,,,,,,,,,,,,,9.7,,,9.3,,8.9,,,,9.8,,9.1,8.5,8.8,,,8.4,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.7,,,,,6.9,8.3,,,,,8.6,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,9.8,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,8.5,,,,,,,
1788,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,528.00649,-1.046,8,4,160.16,0.97,,,,,6.9,,5.8,7.6,,,9.3,,10.1,,,7.5,7.5,,,,,9.5,8.8,,,8.8,,,,,,,,,,,,,,9.8,,,9.3,,8,,,,9.8,,9.2,8.5,9,,,8,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,9.1,,,,,6.5,8.3,,,,,8,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,9.5,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,8.3,,,,,,,
1789,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,418.88062,2.80E-02,7,4,139.85,0.93,,,,,6.4,,5.6,7,,,8.6,,9.4,,,7,7,,,,,8.9,6.9,,,8.1,,,,,,,,,,,,,,9,,,7.8,,7.1,,,,9.2,,8.3,7.6,8.8,,,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.1,,,,,< 6.1,8.1,,,,,7.6,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,7.7,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,7.4,,,,,,,
1790,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,514.02297,-0.1,8,3,134.29,0.97,,,,,6.8,,5.7,8,,,9.2,,10,,,7.4,7.4,,,,,9.3,8.9,,,8.6,,,,,,,,,,,,,,9.6,,,9.2,,8.3,,,,9.6,,8.8,8.1,8.6,,,8.1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.8,,,,,6.8,8,,,,,8.3,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,9.2,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,8.5,,,,,,,
1791,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,471.98629,0.619,8,3,117.23,0.97,,,,,7.1,,5.7,7.8,,,9.3,,10.1,,,7.9,7.9,,,,,9.2,8.6,,,8.6,,,,,,,,,,,,,,9.6,,,9.2,,8.6,,,,9.8,,8.6,8.3,8.9,,,7.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.5,,,,,6.5,8.7,,,,,8.5,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,9,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,7.6,,,,,,,
1792,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,391.85528,0.429,7,4,130.98,0.93,,,,,6.2,,5.7,7.3,,,8.6,,9.8,,,7.1,7.1,,,,,8.8,7.6,,,8.1,,,,,,,,,,,,,,9.4,,,7.9,,7.4,,,,9,,8.6,8,8.7,,,7.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.3,,,,,< 6.1,8.4,,,,,7.8,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,8.2,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,8,,,,,,,
1793,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,501.42265,1.663,7,3,113.99,0.92,,,,,7.1,,< 5.4,7.2,,,8.6,,9.4,,,7.8,8.1,,,,,8.2,8.6,,,,,,,,,,,,,,,,,9.2,,,,,8.5,,,,9,,8.1,8.3,8.5,,,7.6,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,6.4,8.7,,,,,8.4,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,8.8,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,6.8,,,,,,,
1794,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,442.94508,0.634,7,3,113.99,0.93,,,,,7.2,,5.8,7.8,,,9.1,,9.8,,,7,7,,,,,9.2,8.8,,,8.7,,,,,,,,,,,,,,9.4,,,9,,8.8,,,,9.5,,8.8,8,8.5,,,8,8.6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,,,,,6.8,8,,,,,8.3,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,9.3,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,7.4,,,,,,,
1795,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,391.85528,0.429,7,4,130.97,0.88,,,,,5.9,,< 5.4,6.9,,,8.1,,9.3,,,6.7,6.7,,,,,8.4,8.2,,,,,,,,,,,,,,,,,9.1,,,,,7.3,,,,9.1,,8.4,8.4,8.9,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,< 6.1,8.9,,,,,7.7,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,7.7,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,7.9,,,,,,,
1796,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,460.96035,0.795,8,3,123.21,0.88,,,,,6.2,,< 5.4,6.6,,,8,,9.4,,,7.1,7.2,,,,,8.3,8.1,,,,,,,,,,,,,,,,,9.2,,,,,6.8,,,,8.8,,7.8,8.4,8.6,,,6.9,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,< 6.1,8.6,,,,,7.5,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,7.5,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,7,,,,,,,
1797,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,418.88062,2.80E-02,7,4,139.85,0.88,,,,,5.9,,< 5.4,6.4,,,8,,8.7,,,6.5,6.6,,,,,8.2,7.6,,,,,,,,,,,,,,,,,8.5,,,,,6.5,,,,8.7,,7.6,8,8.7,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,< 6.1,8.3,,,,,7.6,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,6.8,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,6.7,,,,,,,
1798,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,427.81138,1.531,6,3,110.74,0.9,,,,,6.3,,5.8,7.5,,,8.8,,9.9,,,7.9,7.7,,,,,9.1,7.4,,,8.2,,,,,,,,,,,,,,9.4,,,8.3,,7.9,,,,9.3,,9.1,8,8.9,,,7.4,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.2,,,,,< 6.1,8.6,,,,,7.8,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,8.1,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,6.5,,,,,,,
1799,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,437.41888,0.639,7,4,130.98,0.96,,,,,8.1,,< 5.4,8,,,8.8,,9.7,,,8.7,8.7,,,,,8.8,8.3,,,,,,,,,,,,,,,,,9.3,,,,,8.6,,,,8.7,,8.8,8.7,8.9,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,6.8,9.8,,,,,9.1,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,9.2,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,7.7,,,,,,,
1800,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,447.28916,-0.539,7,4,153.84,0.96,,,,,7.2,,< 5.4,7.2,,,8.6,,9.4,,,7.5,7.7,,,,,8.5,8.4,,,,,,,,,,,,,,,,,9.1,,,,,8,,,,9.1,,8.6,8.4,8.8,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,6.2,9.3,,,,,8.2,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,7.9,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,7.7,,,,,,,
1801,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,418.291,0.956,6,3,110.75,0.97,,,,,7.3,,5.9,7.3,,,9.1,,9.9,,,7.9,8,,,,,9.4,8.2,,,8.3,,,,,,,,,,,,,,9.7,,,9.3,,8.1,,,,9.4,,9,8.2,8.9,,,7.6,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,9.1,,,,,6.6,9.1,,,,,8.8,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,9.5,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,8,,,,,,,
1802,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,357.3854,0.413,6,3,110.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,
1803,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,345.3747,0.509,6,3,110.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,
1804,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,352.35746,2.554,5,2,67.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
1805,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,444.96096,1.36,7,3,113.99,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,
1806,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,362.8372,2.097,6,2,88.75,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,
1807,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,430.89131,-0.211,7,3,131.06,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,
1808,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,503.39547,0.434,8,3,123.22,0.92,,,,,7.2,,< 5.4,7,,,8.5,,9.5,,,7.7,8,,,,,8.6,8.4,,,,,,,,,,,,,,,,,9.1,,,,,8.2,,,,8.9,,8.3,8.5,8.5,,,7.4,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,6.2,9,,,,,7.8,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,8.2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,6.7,,,,,,,
1809,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,373.84,0.872,6,3,110.75,0.97,,,,,6.8,,5.5,7.5,,,8.9,,9.7,,,,7.5,,,,,9.2,8.8,,,8,,,,,,,,,,,,,,9.4,,,9,,7.7,,,,9.5,,8.9,8.6,9.1,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.7,,,,,6.2,9.1,,,,,8.1,,,,,,,8.4,,,,,,,,,8.9,,,,,,,,,,,,8.4,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,8.2,,,,,7.1,,,,,,,
1810,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,487.39607,1.207,7,3,113.99,0.96,,,,,7,,< 5.4,7,,,8.5,,9.5,,,8,8,,,,,8.3,8.6,,,,,,,,,,,,,,,,,9.1,,,,,8.9,,,,9.4,,8.2,8.2,8.3,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,6.5,8.7,,,,,8.2,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,8.2,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,6.7,,,,,,,
1811,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,414.89192,3.60E-02,7,4,122.78,0.92,,,,,7,,5.5,7.6,,,8.9,,9.8,,,7.6,7.6,,,,,8.7,9,,,,,,,,,,,,,,,,,9.6,,,,,9,,,,9.7,,8.8,8.5,8.6,,,8.2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,6.6,8.7,,,,,8.4,,,,,,,,,,,,,,,,9,,,,,,,,,,,,8.5,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,7.1,,,,,,,
1812,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,414.89192,3.60E-02,7,4,122.78,0.96,,,,,7.1,,5.6,7.6,,,9.1,,9.8,,,7.6,7.5,,,,,8.8,9.1,,,,,,,,,,,,,,,,,9.6,,,,,9.2,,,,10,,8.9,8.5,8.6,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,6.8,8.7,,,,,8.6,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,8.6,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,7.2,,,,,,,
1813,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,434.37518,2.042,8,3,118.88,0.62,8.2,< 5.4,6.7,,7.3,< 5.6,< 5.4,6.2,6.5,6.1,6.8,6.4,6,< 5.2,< 5.4,7.1,7.3,6.7,6.3,6.9,6.4,6.7,5.9,,7.7,6.6,6.3,6.1,< 5.6,< 5.3,< 5.4,< 5.3,5.8,6.2,,5.7,6.5,6.8,6.5,< 5.6,,< 5.2,6.5,< 5.9,6.8,6.1,< 5.5,6.6,7.3,< 5.4,7.2,,6.8,7.3,6.6,6.6,8.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,< 5.2,< 5.6,< 5.1,7.8,,< 5.4,< 5.4
1814,,,,,30,83,C1CC(C1)Nc2ccnc(Nc3ccc4C5CCC(N5)c4c3)n2,373.84,0.872,6,3,110.75,0.96,,,,,6.7,,< 5.4,7.2,,,8.8,,9.5,,,,7.3,,,,,8.7,8.4,,,8.1,,,,,,,,,,,,,,9.5,,,9,,7.8,,,,9.2,,8.8,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.4,,,,,,9.1,,,,,7.8,,,,,,,8,,,,,,,,,8.8,,,,,,,,,,,,8.3,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,6.6,,,,,,,
